,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,3415027764,239928,506,264687,30,24,98
0,3415027776,148358,323,146363,20,16,84
1,3415027776,142382,322,148209,16,20,82
0,3415027779,138859,329,149420,18,20,86
1,3415027779,151647,332,154770,20,18,84
0,3415027789,260743,507,261983,28,32,98
1,3415027789,259072,503,265576,32,28,98
0,3415027804,309287,639,347550,26,26,106
1,3415027804,309866,659,364975,26,26,108
0,3415027805,134073,306,141440,24,6,84
1,3415027805,112998,279,119157,6,24,76
0,3415027827,99372,250,104894,18,0,74
1,3415027827,90382,246,101098,0,18,72
0,3415027831,228329,516,271035,16,36,100
1,3415027831,260529,538,290074,36,16,108
0,3415027838,149109,341,160243,18,16,82
1,3415027838,137725,319,142206,16,18,80
0,3415027839,211985,470,240431,22,14,100
1,3415027839,208437,463,236267,14,22,94
0,3415027861,266747,504,259452,26,34,96
1,3415027861,268750,534,290081,34,26,106
0,3415027886,223994,478,248615,20,30,96
1,3415027886,230541,479,248126,30,20,98
0,3415027887,177531,373,179690,22,26,84
1,3415027887,161025,366,171181,26,22,90
0,3415027890,225224,451,227766,30,20,92
1,3415027890,209074,450,224053,20,30,92
0,3415027906,141984,360,171644,16,14,88
1,3415027906,161926,351,160489,14,16,84
0,3415027974,250670,518,275982,32,24,100
1,3415027974,246939,522,274578,24,32,94
0,3415027985,124879,286,125890,20,4,78
1,3415027985,109040,274,115566,4,20,74
0,3415027990,229896,509,263325,26,30,100
1,3415027990,239447,506,264357,30,26,102
0,3415028002,43928,104,30534,6,6,48
1,3415028002,46338,112,35176,6,6,52
0,3415028003,406886,787,471429,32,34,120
1,3415028003,418262,790,462885,34,32,120
0,3415028021,210520,468,241522,26,12,96
1,3415028021,191912,457,226660,12,26,94
0,3415028040,357943,675,383272,38,22,108
1,3415028040,285802,620,334889,22,38,104
0,3415028052,91140,215,85595,10,0,72
1,3415028052,79276,206,79171,0,10,66
0,3415028055,93896,215,87233,14,0,70
1,3415028055,76200,198,76889,0,14,64
0,3415028072,180604,421,209180,18,20,90
1,3415028072,190485,406,196014,20,18,88
0,3415028076,88525,214,87229,8,0,74
1,3415028076,77479,211,82208,0,8,64
0,3415028082,130826,291,128915,22,8,80
1,3415028082,120254,288,128805,8,22,76
0,3415028087,170655,370,174955,32,20,86
1,3415028087,163900,370,171253,20,32,84
0,3415028094,95767,219,93958,18,8,74
1,3415028094,77961,201,78810,8,18,66
0,3415028095,205481,393,185330,32,38,82
1,3415028095,222749,405,193128,38,32,84
0,3415028096,169659,411,199112,14,30,92
1,3415028096,195015,436,222034,30,14,94
0,3415028100,128951,314,137716,8,22,78
1,3415028100,143814,333,155055,22,8,84
0,3415028104,201237,410,200799,32,20,90
1,3415028104,180201,404,194785,20,32,90
0,3415028107,133122,318,141290,10,18,78
1,3415028107,147823,337,155788,18,10,84
0,3415028123,222719,465,239115,28,16,98
1,3415028123,205469,452,226762,16,28,86
0,3415028129,300096,636,341879,18,36,104
1,3415028129,365722,668,377416,36,18,108
0,3415028140,193337,415,205246,28,24,92
1,3415028140,198091,412,202999,24,28,90
0,3415028158,101394,219,89462,28,18,70
1,3415028158,90697,203,79173,18,28,70
0,3415028180,230155,469,244494,28,32,96
1,3415028180,242375,479,249369,32,28,96
0,3415028184,114653,267,112974,12,22,76
1,3415028184,142586,292,132515,22,12,78
0,3415028190,275489,571,311784,28,24,102
1,3415028190,282622,572,310369,24,28,106
0,3415028195,175350,414,199997,10,22,90
1,3415028195,189282,423,207326,22,10,92
0,3415028199,121795,283,127985,12,8,78
1,3415028199,112853,280,119646,8,12,74
0,3415028202,172012,379,186571,26,8,92
1,3415028202,150849,367,172030,8,26,86
0,3415028206,112200,251,106037,16,8,76
1,3415028206,106482,251,108586,8,16,74
0,3415028207,310121,534,278503,46,62,102
1,3415028207,332103,564,307306,62,46,106
0,3415028213,164975,376,179473,20,18,84
1,3415028213,158144,359,167796,18,20,84
0,3415028214,80735,207,81980,10,16,68
1,3415028214,105955,204,81780,16,10,66
0,3415028240,269656,589,317162,26,22,104
1,3415028240,299489,584,315920,22,26,102
0,3415028241,104791,251,107982,10,8,76
1,3415028241,106162,250,106093,8,10,74
0,3415028246,363443,689,397501,36,40,112
1,3415028246,335094,685,393136,40,36,114
0,3415028255,96488,249,106870,8,14,72
1,3415028255,107182,256,110757,14,8,76
0,3415028267,318140,593,322734,44,46,102
1,3415028267,333515,582,305889,46,44,100
0,3415028289,104826,233,92481,20,18,68
1,3415028289,107906,232,94245,18,20,68
0,3415028306,178604,397,191063,20,26,86
1,3415028306,198095,420,208130,26,20,92
0,3415028316,232499,505,261161,24,26,94
1,3415028316,252480,516,269939,26,24,98
0,3415028330,125866,310,132718,12,26,76
1,3415028330,138998,321,146403,26,12,86
0,3415028331,369651,729,425395,36,38,112
1,3415028331,382318,731,426263,38,36,114
0,3415028336,181242,372,176116,30,20,90
1,3415028336,163081,372,174653,20,30,84
0,3415028345,286152,579,319840,28,28,102
1,3415028345,268050,562,302725,28,28,100
0,3415028352,135107,296,133285,20,8,82
1,3415028352,117182,283,121155,8,20,76
0,3415028360,121342,287,126083,16,16,76
1,3415028360,115978,283,121996,16,16,76
0,3415028364,285024,510,266056,48,38,100
1,3415028364,273530,506,266436,38,48,98
0,3415028367,140361,306,135575,18,28,78
1,3415028367,156134,316,135995,28,18,74
0,3415028372,70177,182,67519,4,12,58
1,3415028372,84507,202,82005,12,4,70
0,3415028377,112228,269,113050,6,26,72
1,3415028377,131170,280,121426,26,6,80
0,3415028378,178227,408,197954,18,22,86
1,3415028378,196338,422,212536,22,18,92
0,3415028393,157766,365,169138,6,14,82
1,3415028393,160126,368,174886,14,6,88
0,3415028405,227853,489,246360,24,18,98
1,3415028405,234506,497,254002,18,24,94
0,3415028422,155155,363,172335,24,6,86
1,3415028422,144467,356,161887,6,24,82
0,3415028429,274270,564,305221,20,22,104
1,3415028429,280538,572,306101,22,20,106
0,3415028430,5000,10,0,0,0,6
1,3415028430,5000,10,0,0,0,4
0,3415028435,176726,398,187981,12,16,86
1,3415028435,201299,413,204069,16,12,90
0,3415028443,215489,459,234126,30,24,96
1,3415028443,207627,430,206618,24,30,86
0,3415028450,160606,353,164302,12,14,82
1,3415028450,159931,366,173555,14,12,88
0,3415028452,176014,401,194278,14,16,86
1,3415028452,190030,432,215975,16,14,94
0,3415028453,83944,212,83955,10,12,70
1,3415028453,92079,208,82490,12,10,66
0,3415028466,137261,303,135202,18,14,82
1,3415028466,128062,281,122153,14,18,76
0,3415028467,150952,365,171255,14,20,86
1,3415028467,167386,368,173653,20,14,88
0,3415028474,61424,164,59817,2,12,58
1,3415028474,70850,175,65593,12,2,64
0,3415028487,106432,278,117766,10,12,74
1,3415028487,111681,281,121165,12,10,76
0,3415028508,367551,720,414121,42,52,112
1,3415028508,436691,754,453708,52,42,116
0,3415028514,77905,196,77936,4,12,66
1,3415028514,94572,215,88409,12,4,68
0,3415028515,308214,577,315649,42,26,106
1,3415028515,258933,526,270099,26,42,94
0,3415028516,411872,820,476509,16,34,110
1,3415028516,403654,830,493320,34,16,118
0,3415028525,260194,503,260374,28,26,98
1,3415028525,254438,499,257515,26,28,98
0,3415028527,120852,293,129730,14,6,76
1,3415028527,109169,280,117625,6,14,74
0,3415028528,220705,468,240011,32,28,98
1,3415028528,227283,462,231139,28,32,90
0,3415028537,117827,289,126178,10,8,80
1,3415028537,120898,290,130336,8,10,82
0,3415028540,137242,314,139083,24,32,80
1,3415028540,157822,331,153465,32,24,80
0,3415028543,251383,555,297811,22,16,98
1,3415028543,237101,525,275146,16,22,92
0,3415028546,155907,334,155411,24,10,86
1,3415028546,136398,324,145828,10,24,80
0,3415028552,106702,245,103313,18,18,74
1,3415028552,110018,242,101559,18,18,70
0,3415028553,139426,324,146252,16,14,80
1,3415028553,148334,336,159642,14,16,84
0,3415028556,177383,397,187744,18,14,84
1,3415028556,176178,383,178927,14,18,78
0,3415028557,376390,703,396340,40,36,108
1,3415028557,347176,720,416808,36,40,114
0,3415028569,96557,263,109201,2,20,72
1,3415028569,142556,302,141263,20,2,80
0,3415028575,93914,202,79799,14,16,64
1,3415028575,100780,206,81508,16,14,68
0,3415028576,116982,248,108103,18,14,76
1,3415028576,103187,239,97916,14,18,70
0,3415028581,457212,826,511616,50,32,124
1,3415028581,393316,781,465945,32,50,118
0,3415028590,322387,598,322388,32,50,102
1,3415028590,339050,632,358654,50,32,110
0,3415028605,98703,249,104851,6,14,72
1,3415028605,116011,264,117581,14,6,80
0,3415028606,101655,207,81559,22,14,64
1,3415028606,90208,196,77153,14,22,64
0,3415028625,205446,460,232196,14,16,92
1,3415028625,204791,458,235425,16,14,94
0,3415028635,192817,466,237189,8,22,94
1,3415028635,223111,487,256254,22,8,96
0,3415028644,138835,293,131675,26,16,78
1,3415028644,124287,285,126747,16,26,78
0,3415028656,286612,599,324783,28,38,102
1,3415028656,326636,625,346937,38,28,108
0,3415028663,155004,356,163130,18,28,80
1,3415028663,178412,368,176100,28,18,86
0,3415028666,233518,505,261817,22,24,94
1,3415028666,232919,517,268083,24,22,102
0,3415028675,198688,426,212464,28,16,88
1,3415028675,169713,395,186156,16,28,84
0,3415028680,206206,453,226917,12,18,94
1,3415028680,219896,474,245640,18,12,96
0,3415028681,70157,166,60581,6,8,56
1,3415028681,68720,179,67982,8,6,68
0,3415028682,314475,623,345372,28,26,106
1,3415028682,293282,610,336179,26,28,102
0,3415028701,191435,421,209726,18,6,90
1,3415028701,166528,392,185434,6,18,84
0,3415028702,263469,546,285447,26,34,96
1,3415028702,267393,548,286899,34,26,102
0,3415028713,166865,336,159122,32,30,80
1,3415028713,155331,319,142741,30,32,80
0,3415028717,72942,195,74080,4,20,62
1,3415028717,92939,215,87845,20,4,68
0,3415028718,205725,432,221847,26,14,94
1,3415028718,182173,415,207219,14,26,88
0,3415028724,171153,402,190459,12,36,84
1,3415028724,201025,438,226261,36,12,98
0,3415028726,120721,279,116513,10,18,74
1,3415028726,130935,297,133409,18,10,82
0,3415028730,88293,203,78012,14,14,64
1,3415028730,88895,210,81772,14,14,66
0,3415028741,131708,299,138833,24,4,86
1,3415028741,119002,292,130826,4,24,76
0,3415028751,113374,252,106901,12,4,74
1,3415028751,96183,244,100352,4,12,70
0,3415028757,109922,245,101915,16,16,74
1,3415028757,113479,251,106401,16,16,74
0,3415028758,136236,311,138097,18,22,78
1,3415028758,142991,328,149167,22,18,82
0,3415028810,129355,289,129590,20,10,80
1,3415028810,100021,252,103152,10,20,68
0,3415028815,281617,608,333602,22,24,102
1,3415028815,298731,605,326836,24,22,100
0,3415028828,109739,249,106019,14,8,72
1,3415028828,96325,245,104201,8,14,74
0,3415028831,125564,288,126876,12,14,76
1,3415028831,120147,283,122935,14,12,76
0,3415028840,102060,216,89141,22,10,70
1,3415028840,84056,205,79641,10,22,66
0,3415028848,162459,367,174493,14,18,86
1,3415028848,167070,369,174408,18,14,88
0,3415028858,147697,330,152843,10,22,82
1,3415028858,146184,324,144640,22,10,82
0,3415028868,216286,462,234864,18,26,94
1,3415028868,206976,473,245396,26,18,98
0,3415028874,181329,419,206689,16,14,88
1,3415028874,180163,416,210525,14,16,94
0,3415028888,118621,279,121610,8,4,78
1,3415028888,111329,290,126803,4,8,76
0,3415028894,278044,546,289601,26,40,100
1,3415028894,284693,560,300681,40,26,106
0,3415028902,102183,278,119147,2,20,76
1,3415028902,131993,298,134247,20,2,80
0,3415028905,198924,448,219764,6,16,90
1,3415028905,206501,451,220457,16,6,94
0,3415028912,94036,210,84244,16,14,66
1,3415028912,89020,206,81520,14,16,66
0,3415028932,362709,716,412055,34,44,114
1,3415028932,382619,717,416099,44,34,110
0,3415028948,323296,613,338866,34,26,108
1,3415028948,303536,600,324495,26,34,100
0,3415028964,158801,273,120544,44,26,80
1,3415028964,136888,256,102995,26,44,72
0,3415028969,182869,387,188538,26,20,92
1,3415028969,175049,386,189526,20,26,92
0,3415028970,110036,285,123744,10,10,74
1,3415028970,114211,281,124120,10,10,76
0,3415028971,195115,457,232886,2,16,94
1,3415028971,219036,474,246161,16,2,98
0,3415028977,86550,209,83024,8,18,66
1,3415028977,89542,216,87911,18,8,68
0,3415028985,125377,311,139839,14,14,78
1,3415028985,133851,330,151850,14,14,82
0,3415029001,319434,629,357983,30,18,108
1,3415029001,288192,609,336915,18,30,104
0,3415029002,118109,284,123437,12,26,76
1,3415029002,141078,303,137353,26,12,84
0,3415029007,67717,171,64668,6,14,62
1,3415029007,79564,177,66976,14,6,64
0,3415029010,169478,364,175812,26,6,84
1,3415029010,144277,349,161484,6,26,84
0,3415029018,46240,117,38341,8,0,54
1,3415029018,40722,110,33527,0,8,48
0,3415029028,232422,462,236291,40,22,94
1,3415029028,211967,463,234855,22,40,90
0,3415029034,249040,564,303806,14,22,102
1,3415029034,262029,578,313582,22,14,102
0,3415029048,197007,418,208217,34,18,96
1,3415029048,187350,422,207549,18,34,90
0,3415029051,153563,365,173436,8,18,88
1,3415029051,178749,385,191614,18,8,90
0,3415029061,5000,10,0,0,0,6
1,3415029061,5000,10,0,0,0,8
0,3415029071,144133,334,154682,16,10,84
1,3415029071,120135,300,128581,10,16,76
0,3415029076,160356,361,170930,10,18,84
1,3415029076,173297,373,179479,18,10,90
0,3415029087,118561,295,134579,12,8,80
1,3415029087,112536,285,122717,8,12,74
0,3415029088,134736,284,128356,32,20,80
1,3415029088,120100,270,114471,20,32,72
0,3415029102,187087,366,171407,26,34,84
1,3415029102,175781,354,161095,34,26,82
0,3415029111,87434,202,80551,12,4,66
1,3415029111,70187,186,69074,4,12,62
0,3415029112,142944,331,144444,8,30,78
1,3415029112,192309,371,180412,30,8,88
0,3415029113,235156,511,267789,22,26,96
1,3415029113,242861,521,274026,26,22,100
0,3415029129,103338,249,104547,10,14,72
1,3415029129,101819,243,104364,14,10,74
0,3415029138,59385,148,53817,10,4,62
1,3415029138,52206,145,51284,4,10,58
0,3415029145,225772,516,266196,18,32,100
1,3415029145,275366,543,293973,32,18,102
0,3415029148,171490,376,177303,8,8,86
1,3415029148,153381,349,163265,8,8,84
0,3415029151,179332,410,197321,18,16,88
1,3415029151,181735,434,215422,16,18,92
0,3415029176,317493,626,351926,32,26,106
1,3415029176,307943,627,351691,26,32,108
0,3415029177,88902,211,83223,12,6,68
1,3415029177,81391,210,80771,6,12,68
0,3415029179,190255,405,196029,18,24,84
1,3415029179,178752,394,184633,24,18,84
0,3415029182,122242,293,133977,12,6,74
1,3415029182,134805,318,141996,6,12,78
0,3415029193,126680,253,113110,38,16,78
1,3415029193,109876,240,98642,16,38,72
0,3415029194,262175,512,269494,40,18,100
1,3415029194,234491,489,245884,18,40,90
0,3415029201,90447,208,83629,12,6,68
1,3415029201,82326,205,81366,6,12,66
0,3415029202,59758,141,49253,10,12,58
1,3415029202,60627,148,53449,12,10,62
0,3415029205,107664,247,102813,14,10,72
1,3415029205,98552,236,96185,10,14,68
0,3415029211,159061,342,163443,32,18,86
1,3415029211,141292,328,148983,18,32,84
0,3415029224,111642,286,128234,8,12,76
1,3415029224,118965,286,128462,12,8,78
0,3415029238,176473,387,181462,22,22,84
1,3415029238,189270,395,188557,22,22,82
0,3415029239,5000,10,0,0,0,4
1,3415029239,5000,10,0,0,0,8
0,3415029244,199594,441,219832,18,40,90
1,3415029244,234522,464,238832,40,18,92
0,3415029245,160664,343,157141,28,18,84
1,3415029245,138792,318,142919,18,28,80
0,3415029267,185179,416,204141,18,14,88
1,3415029267,175737,402,191817,14,18,88
0,3415029278,200407,461,233654,8,8,94
1,3415029278,184538,465,236969,8,8,94
0,3415029288,219560,415,206072,48,28,90
1,3415029288,171402,363,167795,28,48,80
0,3415029299,479737,861,510911,26,40,114
1,3415029299,496068,891,548927,40,26,122
0,3415029304,69747,166,59116,8,20,60
1,3415029304,78045,176,65674,20,8,64
0,3415029305,75131,180,68973,10,8,64
1,3415029305,72679,173,65078,8,10,62
0,3415029308,121571,277,120827,16,10,74
1,3415029308,116883,284,125906,10,16,78
0,3415029331,132077,311,137547,10,18,76
1,3415029331,141240,327,149131,18,10,84
0,3415029336,259160,557,301092,22,24,100
1,3415029336,269606,555,293405,24,22,102
0,3415029341,74047,175,65097,16,4,66
1,3415029341,65156,169,61645,4,16,58
0,3415029342,83360,206,81256,8,2,68
1,3415029342,79872,210,81820,2,8,66
0,3415029347,112287,272,118785,12,24,74
1,3415029347,140460,302,136417,24,12,84
0,3415029348,222502,475,243189,30,16,96
1,3415029348,194594,449,215623,16,30,92
0,3415029355,181291,383,172700,24,26,84
1,3415029355,195167,402,195494,26,24,90
0,3415029363,206473,407,199043,34,22,90
1,3415029363,173753,378,179007,22,34,86
0,3415029365,139995,321,145970,16,20,82
1,3415029365,142605,328,151640,20,16,80
0,3415029366,294750,556,298210,36,22,100
1,3415029366,262961,547,284848,22,36,98
0,3415029383,253795,508,267186,22,20,100
1,3415029383,231540,512,268267,20,22,98
0,3415029388,131055,322,144210,10,18,80
1,3415029388,132940,304,136355,18,10,76
0,3415029396,332559,706,417167,30,28,116
1,3415029396,372485,701,413925,28,30,112
0,3415029397,273855,567,300136,28,28,100
1,3415029397,277893,573,312524,28,28,102
0,3415029407,92962,217,88667,20,6,76
1,3415029407,82843,200,75975,6,20,62
0,3415029411,162525,371,175721,8,28,86
1,3415029411,184385,375,183089,28,8,86
0,3415029423,44865,108,35905,8,10,52
1,3415029423,47435,113,37355,10,8,54
0,3415029436,5000,10,0,0,0,6
1,3415029436,5000,10,0,0,0,2
0,3415029442,107281,249,105870,12,6,76
1,3415029442,102539,256,111115,6,12,74
0,3415029461,5000,10,0,0,0,10
1,3415029461,5000,10,0,0,0,4
0,3415029464,291299,560,301589,42,24,104
1,3415029464,255659,542,285341,24,42,96
0,3415029474,82810,205,80802,16,8,68
1,3415029474,77332,198,73871,8,16,64
0,3415029490,170490,377,184547,20,20,86
1,3415029490,180377,398,200646,20,20,94
0,3415029496,244481,507,270046,18,38,100
1,3415029496,267861,539,295689,38,18,102
0,3415029503,197376,441,217584,18,16,92
1,3415029503,211385,453,231083,16,18,88
0,3415029519,179934,407,196222,22,18,94
1,3415029519,193209,416,205549,18,22,90
0,3415029524,172920,385,189505,12,4,88
1,3415029524,143843,364,169361,4,12,86
0,3415029530,239144,514,270610,28,22,98
1,3415029530,240260,525,278049,22,28,104
0,3415029536,196508,448,218872,14,30,92
1,3415029536,214725,462,231399,30,14,96
0,3415029538,125497,270,114319,14,18,72
1,3415029538,129554,278,122265,18,14,78
0,3415029546,162387,329,152090,26,16,82
1,3415029546,140397,308,137497,16,26,76
0,3415029554,200081,432,221845,18,16,96
1,3415029554,189336,420,206519,16,18,88
0,3415029565,118505,258,113027,12,0,78
1,3415029565,93767,249,103055,0,12,72
0,3415029586,265998,569,307674,22,24,104
1,3415029586,256559,551,294147,24,22,100
0,3415029591,113050,280,122457,10,20,76
1,3415029591,134847,285,124467,20,10,78
0,3415029604,414344,750,429663,44,24,112
1,3415029604,365756,744,425548,24,44,108
0,3415029621,115054,250,106197,22,10,78
1,3415029621,103424,241,101562,10,22,70
0,3415029624,138543,314,138079,14,24,80
1,3415029624,155180,325,147174,24,14,82
0,3415029650,195700,426,216822,30,20,94
1,3415029650,207199,414,205947,20,30,90
0,3415029670,130587,337,155642,12,14,84
1,3415029670,141989,333,156814,14,12,82
0,3415029685,248115,464,240439,42,20,98
1,3415029685,205271,455,227115,20,42,96
0,3415029692,418145,804,466660,26,26,112
1,3415029692,444724,814,482625,26,26,114
0,3415029699,167262,367,175138,22,16,90
1,3415029699,171753,386,190521,16,22,92
0,3415029707,116367,279,120912,14,14,76
1,3415029707,120381,289,127017,14,14,78
0,3415029709,182003,361,173054,16,14,88
1,3415029709,157924,343,156845,14,16,82
0,3415029721,118714,253,110725,16,8,74
1,3415029721,98044,250,102913,8,16,72
0,3415029729,188485,456,230086,8,18,92
1,3415029729,211228,469,239112,18,8,94
0,3415029736,192728,429,204531,14,14,82
