,participantId,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,highestAchievedSeasonTier,role,lane
0,1,True,3068,2033,3047,3075,3812,1033,3364,6,9,15,2,1,1,488,0,0,0,0,0,122791,30669,81557,10565,21,22352,5929,16423,0,9187,1,49157,11006,6012,25,40,33000,8941,14241,9818,12619,12565,3,0,141,0,0,0,446,16,2,0,7,4,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,730,589,0,8401,186,0,0,8473,998,0,0,8453,957,969,0,8345,3,0,0,8352,373,1773,1070,8400,8300,5008,5008,5002,,SOLO,TOP
1,2,True,3006,3140,3142,3179,3814,3155,3340,13,8,6,4,3,3,573,1,1,0,0,0,150389,11654,135378,3357,0,31330,5412,24125,1793,4793,1,10765,17225,3476,28,32,21794,9198,10399,2196,14581,12150,1,0,201,8,0,0,175,16,0,0,9,8,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2044,0,0,8226,250,539,0,8210,0,0,0,8237,650,0,0,8304,9,4,5,8345,3,0,0,8200,8300,5008,5008,5002,,DUO_CARRY,BOTTOM
2,3,True,3165,3146,3157,3020,3089,1026,3364,16,5,6,6,3,4,496,1,1,0,0,0,156283,113514,39975,2794,0,29846,23056,6006,784,17164,1,23628,3591,2110,35,3,32752,10398,19390,2962,17435,15830,2,1,207,20,20,0,47,18,4,0,9,8,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,1058,0,0,8009,855,50,0,9105,16,0,0,8299,784,0,0,8139,1163,0,0,8135,4000,5,0,8000,8100,5008,5008,5003,,SOLO,MIDDLE
3,4,True,3143,3078,3111,3075,1401,3082,3364,7,2,20,4,1,2,1369,0,0,0,0,0,242826,76652,145302,20872,42,14678,4150,8528,1999,31396,1,49368,49662,6383,27,27,43590,8521,32031,3037,16499,14433,2,0,71,164,97,8,753,18,2,0,5,6,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,19,0,0,8275,27,0,0,8234,12893,0,0,8232,8,40,0,9111,1367,540,0,9105,14,0,0,8200,8000,5005,5008,5002,,NONE,JUNGLE
4,5,True,3050,3857,3114,3109,3117,1028,3364,1,8,17,0,1,0,411,0,0,0,0,0,25275,9942,10015,5317,0,7890,4581,3309,0,9464,3,34238,5175,1769,80,39,30479,10012,16880,3585,8471,7525,0,0,34,0,0,0,130,14,5,0,31,11,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,353,0,0,8446,1101,0,0,8429,65,21,13,8451,174,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,DUO_SUPPORT,BOTTOM
5,6,False,3050,3107,3193,3860,3117,0,3364,5,8,12,2,1,2,574,0,0,0,0,0,35835,15799,10892,9143,0,12412,6037,2945,3430,4538,11,33315,969,969,49,60,25342,8271,15542,1527,9727,8575,0,0,48,0,0,0,125,13,3,0,23,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,1050,0,0,8463,1756,0,0,8473,425,0,0,8451,172,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,,SOLO,BOTTOM
6,7,False,3024,3801,3111,3001,1401,0,3364,0,10,11,0,0,0,575,0,0,0,0,0,135363,69226,22366,43770,0,8563,6823,568,1171,15334,1,31474,3700,328,23,28,40650,10979,29198,472,9549,8600,0,0,50,108,77,16,369,14,4,0,6,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8124,199,0,0,8126,647,0,0,8138,30,0,0,8105,15,5,0,8451,166,0,0,8473,869,0,0,8100,8400,5005,5002,5002,,NONE,JUNGLE
7,8,False,0,3006,1037,3153,3046,3124,3363,6,12,3,2,1,2,273,0,0,0,0,0,142861,3655,109751,29455,339,30217,957,18500,10759,3752,1,14483,3978,3978,37,15,29127,8748,18998,1379,12148,12075,0,0,196,4,4,0,36,16,6,0,18,4,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,2088,1273,815,9111,744,180,0,9104,20,20,0,8014,419,0,0,8345,3,0,0,8352,154,898,38,8000,8300,5005,5008,5002,,SOLO,TOP
8,9,False,3157,3151,3285,3020,1056,1052,3340,10,7,6,5,2,3,655,1,0,0,0,0,143985,129132,8059,6793,0,28330,24395,1009,2925,1660,1,10261,4067,1586,13,37,19035,8188,10177,669,12798,11235,1,0,188,4,4,0,264,15,0,0,8,4,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,16,0,0,8275,8,0,0,8233,24,0,0,8237,608,0,0,8009,3633,500,0,8014,425,0,0,8200,8000,5008,5008,5003,,DUO,MIDDLE
9,10,False,3031,3153,2421,3006,3085,3072,3363,11,7,12,5,2,3,423,1,0,0,0,0,200224,8085,177599,14539,527,38895,5894,31500,1500,4046,4,11799,12596,5220,43,60,28707,10946,17233,528,16875,15310,2,0,210,32,21,4,1019,16,2,0,14,2,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8008,3,0,0,8009,4059,500,0,9103,20,50,0,8017,2570,0,0,8410,149,0,0,8304,9,0,0,8000,8300,5005,5008,5002,,DUO,MIDDLE
0,1,False,3042,3124,3115,3006,3191,1052,3363,8,4,6,5,2,2,1010,1,0,0,0,0,156058,30292,121908,3857,0,22016,9211,12709,96,4750,2,11152,13100,2381,20,3,22688,4583,17594,510,12768,11860,1,0,192,26,15,0,105,14,1,0,9,5,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,44,73,0,8139,798,0,0,8138,18,0,0,8135,2594,5,0,8009,2599,500,0,9103,22,40,0,8100,8000,5005,5008,5002,,DUO,MIDDLE
1,2,False,3853,2055,3158,3504,3174,0,3364,3,3,9,3,1,1,724,0,0,0,0,0,15453,10646,4275,532,0,6504,4993,978,532,10502,5,4643,1467,660,53,14,9467,1668,7151,647,7123,6550,0,0,11,0,0,0,111,11,10,0,28,7,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,442,1139,0,8226,250,319,0,8234,7948,0,0,8237,336,0,0,8453,955,252,0,8473,139,0,0,8200,8400,5008,5008,5002,,SOLO,BOTTOM
2,3,False,3193,3068,3047,1054,1028,0,3364,1,5,4,0,1,0,691,0,0,0,0,0,66000,38200,25560,2240,0,5766,3302,2249,214,868,1,20179,2198,2180,17,12,17238,6623,10196,418,7819,7475,1,0,123,4,0,0,171,13,4,0,7,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,359,246,0,8401,260,0,0,8473,315,0,0,8451,165,0,0,8126,181,0,0,8106,4,0,0,8400,8100,5005,5008,5002,,SOLO,TOP
3,4,False,1055,3071,3111,3123,3133,3105,3364,4,6,4,2,2,1,357,1,0,0,0,0,78983,50,69880,9052,0,13656,50,12937,668,8924,1,13523,5520,0,16,11,23228,7521,13897,1809,8619,7750,0,0,132,0,0,0,153,14,2,0,10,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,516,0,0,9111,246,160,0,9105,21,20,0,8299,223,0,0,8139,748,0,0,8135,1069,3,0,8000,8100,5008,5008,5002,,DUO,MIDDLE
4,5,False,2031,1026,3157,1402,1082,3020,3364,3,3,5,0,1,0,542,0,0,0,0,0,166725,120745,38050,7929,0,16970,13769,1605,1596,8001,1,9692,12981,0,26,25,17979,3356,14394,228,9537,8075,0,0,41,144,104,16,196,15,3,0,4,6,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1415,0,0,8126,511,0,0,8138,16,0,0,8105,12,4,0,8275,21,0,0,8232,5,0,0,8100,8200,5005,5008,5002,,NONE,JUNGLE
5,6,True,1400,1037,2031,3071,3052,3111,3364,2,3,7,0,1,0,757,0,0,0,0,0,160121,7317,118753,34050,0,7532,0,5748,1783,17054,1,18504,26665,1776,35,13,30595,8223,21838,534,10432,9100,0,0,15,148,96,20,227,14,2,0,5,6,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,295,0,0,9111,689,180,0,9104,15,30,0,8014,67,0,0,8275,17,0,0,8232,6,30,0,8000,8200,5005,5008,5002,,NONE,JUNGLE
6,7,True,3857,0,3067,3047,3179,3123,3364,2,3,9,0,1,0,397,0,0,0,0,0,42806,2898,34214,5692,0,10818,0,10160,658,1609,1,6873,3085,900,65,18,13287,6571,6012,703,8232,6650,1,0,59,4,0,0,86,12,12,0,26,16,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,574,0,0,9111,502,220,0,9105,22,10,0,8014,175,0,0,8473,419,0,0,8242,9,0,0,8000,8400,5008,5008,5002,,DUO_SUPPORT,BOTTOM
7,8,True,3077,3071,1055,3047,3053,1028,3364,6,4,2,3,2,2,735,1,0,0,0,0,142125,3549,125830,12745,0,13201,1310,11890,0,5685,1,17699,6653,6653,11,16,25911,7914,15962,2035,12295,9675,4,1,194,0,0,0,30,15,2,0,4,2,True,False,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,834,0,0,9111,853,160,0,9105,21,50,0,8299,508,0,0,8446,2758,0,0,8473,713,0,0,8000,8400,5008,5008,5002,,SOLO,TOP
